,ts,MAPE
594,0.5,0.2411783183291421
409,0.94,0.24117827371762637
90,0.16,0.24117790157047228
109,0.8,0.2411713555694683
478,0.74,0.2411649254282955
581,0.15,0.24115923097935402
831,0.92,0.241151493568259
117,0.31,0.2411444136486343
193,0.54,0.24113940469850478
360,0.32,0.24113877657350444
878,0.68,0.24113661229331
661,0.11,0.24113572495712765
668,0.43,0.24113249174785256
822,0.16,0.24113007920924445
620,0.44,0.2411201282980066
247,0.13,0.24111607122172976
879,0.1,0.24111498372840323
457,0.09,0.2411114408473351
687,0.18,0.2411043109505923
183,0.4,0.2410976975426351
161,0.26,0.24108914419163863
840,0.49,0.24108170082863517
182,0.43,0.24108104188957874
507,0.89,0.24107821114823938
966,0.42,0.24107521705802767
728,0.61,0.24104919112451828
671,0.09,0.24104328100265468
601,0.63,0.2410417254567434
931,0.46,0.24103835924624326
37,0.36,0.24101261068905327
485,0.14,0.24100356447437293
586,0.41,0.24100037429830493
16,0.18,0.24098378842264684
574,0.33,0.2409804174520154
114,0.06,0.2409739872483124
599,0.05,0.24097222332380827
615,0.16,0.24095557732034192
508,0.3,0.2409539687888724
665,0.1,0.24095106794395021
470,0.25,0.24094053558804474
585,0.55,0.24093947396901025
419,0.14,0.2409265955341561
777,0.13,0.24092362354295663
483,0.82,0.2409093598149885
51,0.13,0.2408883836696335
590,0.14,0.24084743292401087
901,0.59,0.24082966210772638
935,0.33,0.24081114707722973
942,0.14,0.2407808564077449
896,0.19,0.24077347119456802
720,0.18,0.24076615473861052
235,0.06,0.24076124763635603
6,0.1,0.24074275828157607
332,0.28,0.24070983270679117
820,0.09,0.2407084974642787
722,0.05,0.24070578738908843
59,0.29,0.24069665050157438
706,0.06,0.24068524442554515
486,0.16,0.24067191074905328
956,0.05,0.24066183282915318
610,0.12,0.2406107965126886
272,0.13,0.2405509947903986
74,0.05,0.24053156954167207
774,0.32,0.24049149350216498
904,0.08,0.24031764303929742
81,0.09,0.2400742795877859
264,0.09,0.2399000842549547
